gene	condition	intervention	replicate	gene_conditions	gamma	beta	affinity	l	readout
POLR1B	C0	S0	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	0.009820068028542822
POLR1B	C0	S0	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.26183835315515247
POLR1B	C0	S0	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.07285752220500738
POLR1B	C0	S0	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.1205674871352657
POLR1B	C0	S0	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.15680259079478792
POLR1B	C0	S0	R5	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.028463314937925734
POLR1B	C0	S0	R6	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.13147831341823157
POLR1B	C0	S0	R7	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.16101196131245624
POLR1B	C0	S0	R8	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.11060929733207084
POLR1B	C0	S0	R9	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.20670039589233136
POLR1B	C0	S1	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.21671356373314832
POLR1B	C0	S1	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.1319179244104531
POLR1B	C0	S1	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.1667686938378296
POLR1B	C0	S1	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	0.036860436290729354
POLR1B	C0	S1	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.06044296421698712
POLR1B	C0	S1	R5	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.16865733923667692
POLR1B	C0	S1	R6	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	-0.06285457015990464
POLR1B	C0	S1	R7	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	0.01786160994069204
POLR1B	C0	S1	R8	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	0.005388506309721833
POLR1B	C0	S1	R9	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0	0.11921382655027019
POLR1B	C0	S2	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.6027819996868649
POLR1B	C0	S2	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.39422358228689713
POLR1B	C0	S2	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.5594271583652912
POLR1B	C0	S2	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.514882764005302
POLR1B	C0	S2	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.608361715881575
POLR1B	C0	S2	R5	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.6263338587339555
POLR1B	C0	S2	R6	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.34083903582390285
POLR1B	C0	S2	R7	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.33338809361106436
POLR1B	C0	S2	R8	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.4929294625195852
POLR1B	C0	S2	R9	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.4390811935450862
POLR1B	C0	S3	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.5010386295574294
POLR1B	C0	S3	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.364318846258069
POLR1B	C0	S3	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.700595619683757
POLR1B	C0	S3	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.35950161426601385
POLR1B	C0	S3	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.6905289291470766
POLR1B	C0	S3	R5	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.3626117515294385
POLR1B	C0	S3	R6	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.30852498395399497
POLR1B	C0	S3	R7	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.6478287524854107
POLR1B	C0	S3	R8	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.5933995774691596
POLR1B	C0	S3	R9	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.5237475973715059
POLR1B	C0	S4	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.4390522372526829
POLR1B	C0	S4	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.7394346714677648
POLR1B	C0	S4	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.5382203755029882
POLR1B	C0	S4	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.45589571330023765
POLR1B	C0	S4	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.44395193654350806
POLR1B	C0	S4	R5	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.4574973567933706
POLR1B	C0	S4	R6	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.5677693086811207
POLR1B	C0	S4	R7	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.5636125125203293
POLR1B	C0	S4	R8	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.5789103551816055
POLR1B	C0	S4	R9	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0	-0.26960403854530257
POLR1B	C1	S5	R0	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.4757007692028904
POLR1B	C1	S5	R1	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.34837094968168286
POLR1B	C1	S5	R2	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.4043295132829078
POLR1B	C1	S5	R3	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.3890019141138554
POLR1B	C1	S5	R4	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.3405210808251041
POLR1B	C1	S5	R5	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.43079592923361126
POLR1B	C1	S5	R6	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.36886915544482174
POLR1B	C1	S5	R7	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.4175297869318746
POLR1B	C1	S5	R8	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.29929892297365457
POLR1B	C1	S5	R9	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.4126936038536422
POLR1B	C1	S6	R0	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.36686848859510685
POLR1B	C1	S6	R1	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.3721069738153445
POLR1B	C1	S6	R2	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.18413183481870898
POLR1B	C1	S6	R3	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.1872338574065875
POLR1B	C1	S6	R4	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.49256794800063913
POLR1B	C1	S6	R5	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.4524798997101102
POLR1B	C1	S6	R6	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.5187403168612895
POLR1B	C1	S6	R7	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.41152572619417616
POLR1B	C1	S6	R8	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.3854036702402599
POLR1B	C1	S6	R9	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.44577418394846147
POLR1B	C1	S7	R0	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.3414408783125823
POLR1B	C1	S7	R1	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.4276427909287543
POLR1B	C1	S7	R2	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.3817248416024177
POLR1B	C1	S7	R3	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.5629000482176042
POLR1B	C1	S7	R4	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.31262514412151315
POLR1B	C1	S7	R5	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.4736422325360308
POLR1B	C1	S7	R6	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.42153680561087326
POLR1B	C1	S7	R7	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.3147579006967746
POLR1B	C1	S7	R8	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.519460234010991
POLR1B	C1	S7	R9	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.27356524230341056
POLR1B	C1	S8	R0	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.3494050198919987
POLR1B	C1	S8	R1	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.35049350972082877
POLR1B	C1	S8	R2	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.5166548796312774
POLR1B	C1	S8	R3	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.5098035036482613
POLR1B	C1	S8	R4	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.3691809197072631
POLR1B	C1	S8	R5	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.4061764262760028
POLR1B	C1	S8	R6	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.43423261398219926
POLR1B	C1	S8	R7	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.3885401713180872
POLR1B	C1	S8	R8	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.46569523323438583
POLR1B	C1	S8	R9	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.39097381561605077
POLR1B	C1	S9	R0	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.3224264707382364
POLR1B	C1	S9	R1	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.46539210367416045
POLR1B	C1	S9	R2	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.46046627530552503
POLR1B	C1	S9	R3	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.3884808781052818
POLR1B	C1	S9	R4	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.4227739826458513
POLR1B	C1	S9	R5	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.38452361495924636
POLR1B	C1	S9	R6	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.37025145444769825
POLR1B	C1	S9	R7	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.549350578066653
POLR1B	C1	S9	R8	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.21848541747112527
POLR1B	C1	S9	R9	POLR1B-C1	-0.5939136590841896	0.22128529106768202	1.0	0	-0.39702681918257016
POLR2C	C0	S10	R0	POLR2C-C0	-1.152939103412519	-0.1885994852491632	1.0	0	-1.3378673558041245
POLR2C	C0	S10	R1	POLR2C-C0	-1.152939103412519	-0.1885994852491632	1.0	0	-1.4657265825524692
POLR2C	C0	S10	R2	POLR2C-C0	-1.152939103412519	-0.1885994852491632	1.0	0	-1.3716039324046214
POLR2C	C0	S10	R3	POLR2C-C0	-1.152939103412519	-0.1885994852491632	1.0	0	-1.3762345253934332
POLR2C	C0	S10	R4	POLR2C-C0	-1.152939103412519	-0.1885994852491632	1.0	0	-1.4500739331962353
POLR2C	C0	S10	R5	POLR2C-C0	-1.152939103412519	-0.1885994852491632	1.0	0	-1.3691526888027206
POLR2C	C0	S10	R6	POLR2C-C0	-1.152939103412519	-0.1885994852491632	1.0	0	-1.5012696382975947
POLR2C	C0	S10	R7	POLR2C-C0	-1.152939103412519	-0.1885994852491632	1.0	0	-1.1191565071232281
POLR2C	C0	S10	R8	POLR2C-C0	-1.152939103412519	-0.1885994852491632	1.0	0	-1.324838007769907
POLR2C	C0	S10	R9	POLR2C-C0	-1.152939103412519	-0.1885994852491632	1.0	0	-1.2981062810753918
POLR2C	C0	S11	R0	POLR2C-C0	-1.152939103412519	-0.1885994852491632	1.0	0	-1.3184745383954057
