gene	condition	intervention	replicate	gene_conditions	gamma	beta	affinity	iota	readout
ADRM1	C0	C0-I0	R0	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	0.1496075715225303
ADRM1	C0	C0-I0	R1	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.33476584368415097
ADRM1	C0	C0-I0	R2	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	0.2854171145560111
ADRM1	C0	C0-I0	R3	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.31416776679438696
ADRM1	C0	C0-I0	R4	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.2417045821755467
ADRM1	C0	C0-I0	R5	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.08964551505681853
ADRM1	C0	C0-I0	R6	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.42915587794201066
ADRM1	C0	C0-I0	R7	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	0.1608847820339721
ADRM1	C0	C0-I0	R8	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.36304036943410256
ADRM1	C0	C0-I0	R9	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.026246675792316057
ADRM1	C0	C0-I1	R0	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.5082391427450209
ADRM1	C0	C0-I1	R1	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.22845654562756657
ADRM1	C0	C0-I1	R2	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.25251836993423976
ADRM1	C0	C0-I1	R3	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.3280613162478781
ADRM1	C0	C0-I1	R4	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.15256929609873832
ADRM1	C0	C0-I1	R5	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.47377958629728684
ADRM1	C0	C0-I1	R6	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	0.05396001848346266
ADRM1	C0	C0-I1	R7	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.209923663467241
