gene	condition	intervention	replicate	gene_conditions	gamma	beta	affinity	l	readout
PSMB1	C0	S0	R0	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.14249773648841038
PSMB1	C0	S0	R1	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.4687322146750149
PSMB1	C0	S0	R2	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.034561574858039096
PSMB1	C0	S0	R3	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.3156214107984829
PSMB1	C0	S0	R4	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.3565605622140138
PSMB1	C0	S0	R5	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.28038778233868705
PSMB1	C0	S0	R6	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.29917938564059143
PSMB1	C0	S0	R7	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.271911878361672
PSMB1	C0	S0	R8	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.29739984349352616
PSMB1	C0	S0	R9	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.36027531681163993
PSMB1	C0	S1	R0	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	-0.019421221605399663
PSMB1	C0	S1	R1	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	-0.26875729983519053
PSMB1	C0	S1	R2	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	0.11238366344472073
PSMB1	C0	S1	R3	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	-0.009798994979395206
PSMB1	C0	S1	R4	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	0.08922777848134672
PSMB1	C0	S1	R5	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	-0.07248519614816003
PSMB1	C0	S1	R6	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	-0.03287955896716256
PSMB1	C0	S1	R7	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	0.07166507350756038
PSMB1	C0	S1	R8	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	-0.21385709283409943
PSMB1	C0	S1	R9	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	-0.04479018359995772
PSMB1	C0	S2	R0	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.09382123752252855	0.04774031241456557
PSMB1	C0	S2	R1	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.09382123752252855	-0.23102067101273627
PSMB1	C0	S2	R2	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.09382123752252855	-0.11410887445000759
PSMB1	C0	S2	R3	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.09382123752252855	-0.06549321434818543
PSMB1	C0	S2	R4	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.09382123752252855	-0.10976865580115207
PSMB1	C0	S2	R5	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.09382123752252855	-0.28569336628086844
PSMB1	C0	S2	R6	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.09382123752252855	-0.28279963289243704
PSMB1	C0	S2	R7	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.09382123752252855	0.0021769752143919324
PSMB1	C0	S2	R8	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.09382123752252855	-0.006271582993938554
PSMB1	C0	S2	R9	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.09382123752252855	-0.2150445028723887
PSMB1	C0	S3	R0	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.1596826018635556	-0.1807210985173244
PSMB1	C0	S3	R1	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.1596826018635556	-0.11316929206837177
PSMB1	C0	S3	R2	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.1596826018635556	-0.16460675833260557
PSMB1	C0	S3	R3	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.1596826018635556	-0.1816742457029334
PSMB1	C0	S3	R4	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.1596826018635556	-0.1177388896398409
PSMB1	C0	S3	R5	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.1596826018635556	-0.08159433821438512
PSMB1	C0	S3	R6	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.1596826018635556	-0.021767598043075043
PSMB1	C0	S3	R7	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.1596826018635556	-0.03915507110050065
PSMB1	C0	S3	R8	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.1596826018635556	-0.1329084810449537
PSMB1	C0	S3	R9	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	-0.1596826018635556	-0.16534543194519186
PSMB1	C0	S4	R0	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.10587358851602822	0.05159966639503681
PSMB1	C0	S4	R1	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.10587358851602822	0.054490622700299876
PSMB1	C0	S4	R2	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.10587358851602822	0.1949804183730507
PSMB1	C0	S4	R3	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.10587358851602822	0.21842057751459845
