gene	condition	intervention	replicate	gene_conditions	gamma	beta	affinity	iota	readout
ADRM1	C0	C0-I0	R0	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	0.4123042982719913
ADRM1	C0	C0-I0	R1	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	1.4133948056708603
ADRM1	C0	C0-I0	R2	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	1.939791289273243
ADRM1	C0	C0-I0	R3	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	0.1813586176864574
ADRM1	C0	C0-I0	R4	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.7793858732173549
ADRM1	C0	C0-I0	R5	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	0.045204849064994224
ADRM1	C0	C0-I0	R6	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-1.4728676921882862
ADRM1	C0	C0-I0	R7	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.515135372933267
ADRM1	C0	C0-I0	R8	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-1.210166840570334
ADRM1	C0	C0-I0	R9	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	0.789890130901201
ADRM1	C0	C0-I1	R0	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	1.0242304295506997
ADRM1	C0	C0-I1	R1	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.5023910459902111
ADRM1	C0	C0-I1	R2	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	0.23835688499162805
ADRM1	C0	C0-I1	R3	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	0.14023697650713357
ADRM1	C0	C0-I1	R4	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	0.5431202191962985
ADRM1	C0	C0-I1	R5	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.28938541500092496
ADRM1	C0	C0-I1	R6	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	0.8354273972533995
ADRM1	C0	C0-I1	R7	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.7758379025681745
ADRM1	C0	C0-I1	R8	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	0.8003235689295053
ADRM1	C0	C0-I1	R9	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	0.9721871493742712
ADRM1	C0	C0-I2	R0	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	-0.33983375472530586
ADRM1	C0	C0-I2	R1	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	0.14656061797900866
ADRM1	C0	C0-I2	R2	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	-0.2136709374988665
ADRM1	C0	C0-I2	R3	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	0.2918277249784482
ADRM1	C0	C0-I2	R4	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	0.3699324143383097
ADRM1	C0	C0-I2	R5	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	-0.045985550386355434
ADRM1	C0	C0-I2	R6	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	-0.5304766466819872
ADRM1	C0	C0-I2	R7	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	0.5185473096712467
ADRM1	C0	C0-I2	R8	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	0.15585639951014058
ADRM1	C0	C0-I2	R9	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	2.0763088479528977
ADRM1	C0	C0-I3	R0	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	-1.4098103976424807
ADRM1	C0	C0-I3	R1	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	1.6135472262785437
ADRM1	C0	C0-I3	R2	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	0.08635879551561293
ADRM1	C0	C0-I3	R3	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	0.47249317378264455
ADRM1	C0	C0-I3	R4	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	-0.9477094897049344
ADRM1	C0	C0-I3	R5	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	-0.7345606257679058
ADRM1	C0	C0-I3	R6	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	0.030316388667347482
ADRM1	C0	C0-I3	R7	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	-0.30165026076907037
ADRM1	C0	C0-I3	R8	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	-1.7123707708914673
ADRM1	C0	C0-I3	R9	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	-0.2522754353096219
ADRM1	C0	C0-I4	R0	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.04234943540641129	-0.13793770973017766
ADRM1	C0	C0-I4	R1	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.04234943540641129	-0.6842241512345162
ADRM1	C0	C0-I4	R2	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.04234943540641129	0.8045385944700147
ADRM1	C0	C0-I4	R3	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.04234943540641129	0.9964171038536673
ADRM1	C0	C0-I4	R4	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.04234943540641129	-1.0407838233610684
ADRM1	C0	C0-I4	R5	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.04234943540641129	-0.528041944070505
ADRM1	C0	C0-I4	R6	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.04234943540641129	-0.7825073600570012
ADRM1	C0	C0-I4	R7	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.04234943540641129	-0.04671814376762834
ADRM1	C0	C0-I4	R8	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.04234943540641129	0.8037286137476332
ADRM1	C0	C0-I4	R9	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.04234943540641129	0.21703380098483632
ADRM1	C1	C1-I0	R0	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.11989178799015071	-0.24030479951420855
ADRM1	C1	C1-I0	R1	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.11989178799015071	-0.5822568223420364
ADRM1	C1	C1-I0	R2	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.11989178799015071	1.4496192536854227
ADRM1	C1	C1-I0	R3	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.11989178799015071	1.230878241324704
ADRM1	C1	C1-I0	R4	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.11989178799015071	0.4187266670359659
ADRM1	C1	C1-I0	R5	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.11989178799015071	-1.284988698225507
ADRM1	C1	C1-I0	R6	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.11989178799015071	0.9107677857134334
ADRM1	C1	C1-I0	R7	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.11989178799015071	0.07179104134509165
ADRM1	C1	C1-I0	R8	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.11989178799015071	-1.0494470828527853
ADRM1	C1	C1-I0	R9	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.11989178799015071	1.3386734792896755
ADRM1	C1	C1-I1	R0	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.018515641748394384	0.36518882536529546
ADRM1	C1	C1-I1	R1	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.018515641748394384	-1.518571550682067
ADRM1	C1	C1-I1	R2	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.018515641748394384	-0.4282383872148606
ADRM1	C1	C1-I1	R3	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.018515641748394384	-0.32164144943424644
ADRM1	C1	C1-I1	R4	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.018515641748394384	-0.7072990641039572
ADRM1	C1	C1-I1	R5	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.018515641748394384	0.4527247838150196
ADRM1	C1	C1-I1	R6	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.018515641748394384	0.8746543655043857
ADRM1	C1	C1-I1	R7	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.018515641748394384	-0.5421571304652093
ADRM1	C1	C1-I1	R8	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.018515641748394384	1.8559188988621051
ADRM1	C1	C1-I1	R9	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.018515641748394384	0.09095291966263913
ADRM1	C1	C1-I2	R0	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.037528495009011426	1.5852813146432814
ADRM1	C1	C1-I2	R1	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.037528495009011426	0.24749545139603749
ADRM1	C1	C1-I2	R2	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.037528495009011426	0.8065577874638896
ADRM1	C1	C1-I2	R3	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.037528495009011426	1.225145356092364
ADRM1	C1	C1-I2	R4	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.037528495009011426	-0.8088789073760543
ADRM1	C1	C1-I2	R5	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.037528495009011426	0.8846790655109833
ADRM1	C1	C1-I2	R6	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.037528495009011426	-1.054100368430834
ADRM1	C1	C1-I2	R7	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.037528495009011426	-0.2679859729079538
ADRM1	C1	C1-I2	R8	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.037528495009011426	-0.10882413331657759
ADRM1	C1	C1-I2	R9	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.037528495009011426	0.625253064989895
ADRM1	C1	C1-I3	R0	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.06387304074542224	-1.9900149878860138
ADRM1	C1	C1-I3	R1	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.06387304074542224	-0.07349292073326763
ADRM1	C1	C1-I3	R2	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.06387304074542224	-0.27879489635216803
ADRM1	C1	C1-I3	R3	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.06387304074542224	-1.8805670168255912
ADRM1	C1	C1-I3	R4	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.06387304074542224	-1.9882793589145347
ADRM1	C1	C1-I3	R5	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.06387304074542224	-0.5339642407162407
ADRM1	C1	C1-I3	R6	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.06387304074542224	-1.7601864666326528
ADRM1	C1	C1-I3	R7	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.06387304074542224	0.04431954307816893
ADRM1	C1	C1-I3	R8	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.06387304074542224	-1.3373248383271947
ADRM1	C1	C1-I3	R9	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	-0.06387304074542224	-0.6978530766544386
ADRM1	C1	C1-I4	R0	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.04234943540641129	-0.7607389001509491
ADRM1	C1	C1-I4	R1	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.04234943540641129	0.08585467764140822
ADRM1	C1	C1-I4	R2	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.04234943540641129	0.26204062346693713
ADRM1	C1	C1-I4	R3	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.04234943540641129	-2.248510381871996
ADRM1	C1	C1-I4	R4	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.04234943540641129	-2.2584689284282233
ADRM1	C1	C1-I4	R5	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.04234943540641129	0.6351700405494071
ADRM1	C1	C1-I4	R6	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.04234943540641129	-1.1839650550571386
ADRM1	C1	C1-I4	R7	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.04234943540641129	0.2888809765536383
ADRM1	C1	C1-I4	R8	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.04234943540641129	0.19741428445374698
ADRM1	C1	C1-I4	R9	ADRM1-C1	-0.09601358866710391	-0.09918838171399434	1.0	0.04234943540641129	0.03189506801583289
AHSA1	C0	C0-I0	R0	AHSA1-C0	-0.04310705188760894	-0.17179317502989985	1.0	0.11989178799015071	-0.6394231797995634
AHSA1	C0	C0-I0	R1	AHSA1-C0	-0.04310705188760894	-0.17179317502989985	1.0	0.11989178799015071	-0.15807948001000638
AHSA1	C0	C0-I0	R2	AHSA1-C0	-0.04310705188760894	-0.17179317502989985	1.0	0.11989178799015071	0.7988104192695188
AHSA1	C0	C0-I0	R3	AHSA1-C0	-0.04310705188760894	-0.17179317502989985	1.0	0.11989178799015071	1.742907550909459
AHSA1	C0	C0-I0	R4	AHSA1-C0	-0.04310705188760894	-0.17179317502989985	1.0	0.11989178799015071	0.489670087408845
AHSA1	C0	C0-I0	R5	AHSA1-C0	-0.04310705188760894	-0.17179317502989985	1.0	0.11989178799015071	1.5095377971358812
