gene	condition	intervention	replicate	gene_conditions	gamma	beta	affinity	l	readout
POLR1B	C0	S0	R0	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.12717307651326212
POLR1B	C0	S0	R1	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.09247944600389503
POLR1B	C0	S0	R2	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.14263551020713083
POLR1B	C0	S0	R3	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.0929351046114612
POLR1B	C0	S0	R4	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.04832871560682589
POLR1B	C0	S0	R5	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.05241264182760495
POLR1B	C0	S0	R6	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.006493630955136054
POLR1B	C0	S0	R7	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	0.10662016118255137
POLR1B	C0	S0	R8	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.0846421168938561
POLR1B	C0	S0	R9	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.19590773325964803
POLR1B	C0	S1	R0	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.19082747236596873
POLR1B	C0	S1	R1	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.139171111534918
POLR1B	C0	S1	R2	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.2400152404768986
POLR1B	C0	S1	R3	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	0.009907322728893234
POLR1B	C0	S1	R4	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.12241701607811317
POLR1B	C0	S1	R5	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.10369415754529045
POLR1B	C0	S1	R6	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.07278480799880573
POLR1B	C0	S1	R7	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.21225770217454853
POLR1B	C0	S1	R8	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.15872729579260958
POLR1B	C0	S1	R9	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	0.1	0	-0.005124507146208115
POLR1B	C0	S2	R0	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.6641026840714241
POLR1B	C0	S2	R1	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.7702737902201172
POLR1B	C0	S2	R2	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.5449031057375078
POLR1B	C0	S2	R3	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.8565292894058272
POLR1B	C0	S2	R4	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.7604553181655513
POLR1B	C0	S2	R5	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.7490405714636004
POLR1B	C0	S2	R6	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-1.0052650971647075
POLR1B	C0	S2	R7	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.5322037157884455
POLR1B	C0	S2	R8	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.6893233956960476
POLR1B	C0	S2	R9	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.8304155353408327
POLR1B	C0	S3	R0	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.520839252864309
POLR1B	C0	S3	R1	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.6673903971328152
POLR1B	C0	S3	R2	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.683003983147857
POLR1B	C0	S3	R3	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.786656436970058
POLR1B	C0	S3	R4	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.7153343247465317
POLR1B	C0	S3	R5	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.8785246287729892
POLR1B	C0	S3	R6	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.646453987707569
POLR1B	C0	S3	R7	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.7634004290343755
POLR1B	C0	S3	R8	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.7125517774945911
POLR1B	C0	S3	R9	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.6057511109300828
POLR1B	C0	S4	R0	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.6974817860651477
POLR1B	C0	S4	R1	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.6997098526037266
POLR1B	C0	S4	R2	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.698306666667835
POLR1B	C0	S4	R3	POLR1B-C0	-0.5939136590841896	-0.13204293806586392	1.0	0	-0.7992837575395847
