gene	condition	intervention	replicate	gene_conditions	gamma	beta	affinity	l	readout
PSMB1	C0	S0	R0	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.21459053694638186
PSMB1	C0	S0	R1	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.2168458921690118
PSMB1	C0	S0	R2	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.40398358247555155
PSMB1	C0	S0	R3	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.2913466791055324
PSMB1	C0	S0	R4	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.31939709465361776
PSMB1	C0	S0	R5	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.3864111868552803
PSMB1	C0	S0	R6	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.08339352737100897
PSMB1	C0	S0	R7	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.5039209643575511
PSMB1	C0	S0	R8	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.3754526774962377
PSMB1	C0	S0	R9	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.29972946997537675	0.07925063343841901
PSMB1	C0	S1	R0	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	0.21975007556538756
PSMB1	C0	S1	R1	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	0.029958468934535555
PSMB1	C0	S1	R2	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	-0.04803071174271846
PSMB1	C0	S1	R3	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	0.06986975139186437
PSMB1	C0	S1	R4	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	0.16078366476374018
PSMB1	C0	S1	R5	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	0.11191228806014447
PSMB1	C0	S1	R6	PSMB1-C0	-0.5939136590841896	0.28290734686285673	0.1	0.04628910437098596	0.04614566882801645
