gene	condition	intervention	replicate	gene_conditions	gamma	beta	affinity	iota	readout
POLR2D	C0	C0-I0	R0	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	0.174481176421648	0.07730747160291301
POLR2D	C0	C0-I0	R1	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	0.174481176421648	-0.08526837014517112
POLR2D	C0	C0-I0	R2	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	0.174481176421648	0.04830790078143947
POLR2D	C0	C0-I0	R3	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	0.174481176421648	0.20795661005427984
POLR2D	C0	C0-I0	R4	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	0.174481176421648	-0.03644663363841917
POLR2D	C0	C0-I0	R5	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	0.174481176421648	0.022534811335447172
POLR2D	C0	C0-I0	R6	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	0.174481176421648	-0.03554902331727723
POLR2D	C0	C0-I0	R7	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	0.174481176421648	-0.06715561159310128
POLR2D	C0	C0-I0	R8	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	0.174481176421648	-0.03236370946072116
POLR2D	C0	C0-I0	R9	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	0.174481176421648	0.09935259692286239
POLR2D	C0	C0-I1	R0	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	-0.07612069008951028	-0.3721784195315712
POLR2D	C0	C0-I1	R1	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	-0.07612069008951028	-0.1018332102410972
POLR2D	C0	C0-I1	R2	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	-0.07612069008951028	0.18324408561745847
POLR2D	C0	C0-I1	R3	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	-0.07612069008951028	-0.00030751768904851984
POLR2D	C0	C0-I1	R4	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	-0.07612069008951028	-0.18708346027683864
POLR2D	C0	C0-I1	R5	POLR2D-C0	-0.5939136590841896	-0.13204293806586392	0.1	-0.07612069008951028	-0.3262421426214829
