gene	condition	intervention	replicate	gene_conditions	gamma	beta	affinity	l	readout
POLR1B	C0	S0	R0	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	-0.06234259386935252	-0.8502939924348512
POLR1B	C0	S0	R1	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	-0.06234259386935252	-0.9436819637287461
POLR1B	C0	S0	R2	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	-0.06234259386935252	-1.0132613049010684
POLR1B	C0	S0	R3	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	-0.06234259386935252	-0.9992142378676685
POLR1B	C0	S0	R4	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	-0.06234259386935252	-0.75525294838981
POLR1B	C0	S0	R5	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	-0.06234259386935252	-0.9194176330149818
POLR1B	C0	S0	R6	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	-0.06234259386935252	-0.9881979731495201
POLR1B	C0	S0	R7	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	-0.06234259386935252	-0.905406860025838
POLR1B	C0	S0	R8	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	-0.06234259386935252	-0.7144728948447004
POLR1B	C0	S0	R9	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	-0.06234259386935252	-0.9124825132444218
POLR1B	C0	S1	R0	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	0.3655269842612435	-0.43490851939124675
POLR1B	C0	S1	R1	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	0.3655269842612435	-0.4666117983664059
POLR1B	C0	S1	R2	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	0.3655269842612435	-0.5318538150113405
POLR1B	C0	S1	R3	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	0.3655269842612435	-0.6108806501642027
POLR1B	C0	S1	R4	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	0.3655269842612435	-0.5315631026032764
POLR1B	C0	S1	R5	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	0.3655269842612435	-0.5175182536994665
POLR1B	C0	S1	R6	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	0.3655269842612435	-0.4379665112437689
POLR1B	C0	S1	R7	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	0.3655269842612435	-0.4127304889745382
POLR1B	C0	S1	R8	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	0.3655269842612435	-0.40351862223163293
POLR1B	C0	S1	R9	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	0.3655269842612435	-0.4680700978365628
POLR1B	C0	S2	R0	POLR1B-C0	-0.5939136590841896	-0.2682421555390426	1.0	-0.5150351773744135	-1.2886768755705729
