gene	condition	intervention	replicate	gene_conditions	gamma	beta	affinity	iota	readout
POLR1B	C0	S0	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.11989178799015071	-0.6728165488147821
POLR1B	C0	S0	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.11989178799015071	-0.6615397727016326
POLR1B	C0	S0	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.11989178799015071	0.27414867883106614
POLR1B	C0	S0	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.11989178799015071	-0.28903583801902927
POLR1B	C0	S0	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.11989178799015071	-0.1487837602786028
POLR1B	C0	S0	R5	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.11989178799015071	0.18628670072970993
POLR1B	C0	S0	R6	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.11989178799015071	-1.3288015966916464
POLR1B	C0	S0	R7	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.11989178799015071	0.7738355882410639
POLR1B	C0	S0	R8	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.11989178799015071	0.13149415393449687
POLR1B	C0	S0	R9	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.11989178799015071	-1.3495160663545964
POLR1B	C0	S1	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.018515641748394384	0.5188068260604438
POLR1B	C0	S1	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.018515641748394384	-0.43015120709381616
POLR1B	C0	S1	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.018515641748394384	-0.8200971104800863
POLR1B	C0	S1	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.018515641748394384	-0.2305947948071721
POLR1B	C0	S1	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.018515641748394384	0.22397477205220695
POLR1B	C0	S1	R5	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.018515641748394384	-0.02038211146577157
POLR1B	C0	S1	R6	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.018515641748394384	-0.34921520762641167
POLR1B	C0	S1	R7	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.018515641748394384	-0.586330868975006
POLR1B	C0	S1	R8	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.018515641748394384	0.12054329018486198
POLR1B	C0	S1	R9	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	0.018515641748394384	-1.2039408118044976
POLR1B	C0	S2	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.037528495009011426	-0.6679807137663678
POLR1B	C0	S2	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.037528495009011426	-0.3827366063963258
POLR1B	C0	S2	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.037528495009011426	-0.6943397832880226
POLR1B	C0	S2	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.037528495009011426	-0.9492879123202477
POLR1B	C0	S2	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.037528495009011426	-0.9985489940037111
POLR1B	C0	S2	R5	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.037528495009011426	-1.0327467645085255
POLR1B	C0	S2	R6	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.037528495009011426	-0.803965922552247
POLR1B	C0	S2	R7	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.037528495009011426	-0.6775949206442602
POLR1B	C0	S2	R8	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.037528495009011426	-0.3659163664677487
POLR1B	C0	S2	R9	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.037528495009011426	-1.1226764113293335
POLR1B	C0	S3	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.06387304074542224	-1.8977565200310766
POLR1B	C0	S3	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.06387304074542224	-0.6995732467073765
POLR1B	C0	S3	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.06387304074542224	-0.08240109785708394
POLR1B	C0	S3	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	1.0	-0.06387304074542224	-0.5659575718445377
