gene	condition	intervention	replicate	gene_conditions	gamma	beta	affinity	l	readout
POLR1B	C0	S0	R0	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	0.08266225278243691
POLR1B	C0	S0	R1	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.007337330673817418
POLR1B	C0	S0	R2	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	0.07719152760392882
POLR1B	C0	S0	R3	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.14810139516986176
POLR1B	C0	S0	R4	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.10521519599200807
POLR1B	C0	S1	R0	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	0.07540327370069616
POLR1B	C0	S1	R1	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.001061952368407081
POLR1B	C0	S1	R2	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.020019543869478667
POLR1B	C0	S1	R3	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.015105356212593206
POLR1B	C0	S1	R4	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	0.05302838418705914
POLR1B	C0	S2	R0	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.05647850217169932
POLR1B	C0	S2	R1	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	0.05388663292706818
POLR1B	C0	S2	R2	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.08872331165432533
POLR1B	C0	S2	R3	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.037869331049453996
POLR1B	C0	S2	R4	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	0.10135104042446369
POLR1B	C0	S3	R0	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	0.10998111603713168
POLR1B	C0	S3	R1	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.10685956277299363
POLR1B	C0	S3	R2	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	0.08671934797538033
POLR1B	C0	S3	R3	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.10106235895094771
POLR1B	C0	S3	R4	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	0.07615819642445043
POLR1B	C0	S4	R0	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.1870253326793869
POLR1B	C0	S4	R1	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.10885519599136867
POLR1B	C0	S4	R2	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.04804135452974356
POLR1B	C0	S4	R3	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	-0.013792722236053349
POLR1B	C0	S4	R4	POLR1B-C0	0.0	0.02855873252542588	0.1	0.0	0.1452173161874413
POLR1B	C1	S5	R0	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	0.09925132904305997
POLR1B	C1	S5	R1	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	0.16639820249994539
POLR1B	C1	S5	R2	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	0.1295122014462641
POLR1B	C1	S5	R3	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.019434943520777168
POLR1B	C1	S5	R4	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.017781276789164732
POLR1B	C1	S6	R0	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	0.11574857386283355
POLR1B	C1	S6	R1	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	0.012888554744991208
POLR1B	C1	S6	R2	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.006847955606624512
POLR1B	C1	S6	R3	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.12466886065881189
POLR1B	C1	S6	R4	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.0017946005128467064
POLR1B	C1	S7	R0	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.27024822902667733
POLR1B	C1	S7	R1	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.03676034387216126
POLR1B	C1	S7	R2	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.0891376135234728
POLR1B	C1	S7	R3	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	0.07810884639664285
POLR1B	C1	S7	R4	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.039015823998858876
POLR1B	C1	S8	R0	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.02405374329140081
POLR1B	C1	S8	R1	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	0.14356195810975705
POLR1B	C1	S8	R2	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.09605536287415434
POLR1B	C1	S8	R3	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	0.040517301158372716
POLR1B	C1	S8	R4	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.18067528310493933
POLR1B	C1	S9	R0	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	0.017824323387172394
POLR1B	C1	S9	R1	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	0.049877986182391726
POLR1B	C1	S9	R2	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	0.0948385088223985
POLR1B	C1	S9	R3	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	-0.08101690768915734
POLR1B	C1	S9	R4	POLR1B-C1	0.0	0.08851411642707281	0.1	0.0	0.04081710583716663
POLR2C	C0	S10	R0	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.1048000154968038
POLR2C	C0	S10	R1	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.1385385988744363
POLR2C	C0	S10	R2	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.1216138075918922
POLR2C	C0	S10	R3	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.0902620032915062
POLR2C	C0	S10	R4	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.0968273929764876
POLR2C	C0	S11	R0	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.2362165243735126
POLR2C	C0	S11	R1	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.256201586497121
POLR2C	C0	S11	R2	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-0.8860174069328054
POLR2C	C0	S11	R3	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-0.9446362068218639
POLR2C	C0	S11	R4	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.2757848230700761
POLR2C	C0	S12	R0	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.091593661260888
POLR2C	C0	S12	R1	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.0738717271893616
POLR2C	C0	S12	R2	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.0614817119486242
POLR2C	C0	S12	R3	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.1225758918199378
POLR2C	C0	S12	R4	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.2293026293855351
POLR2C	C0	S13	R0	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.1548574761009824
POLR2C	C0	S13	R1	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.1857279492437545
POLR2C	C0	S13	R2	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.1231781238606973
POLR2C	C0	S13	R3	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.1634525658767303
POLR2C	C0	S13	R4	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.1497829980933745
POLR2C	C0	S14	R0	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.0347601879878845
POLR2C	C0	S14	R1	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.0135596154692001
POLR2C	C0	S14	R2	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.254725752741855
POLR2C	C0	S14	R3	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.1826084459081307
POLR2C	C0	S14	R4	POLR2C-C0	-1.0611756413650075	-0.07543979409966528	1.0	0.0	-1.2156954308421895
POLR2C	C1	S15	R0	POLR2C-C1	-1.0611756413650075	0.1252868155233288	1.0	0.0	-0.8135166046456679
POLR2C	C1	S15	R1	POLR2C-C1	-1.0611756413650075	0.1252868155233288	1.0	0.0	-0.9418256160965287
POLR2C	C1	S15	R2	POLR2C-C1	-1.0611756413650075	0.1252868155233288	1.0	0.0	-0.7909898854258552
POLR2C	C1	S15	R3	POLR2C-C1	-1.0611756413650075	0.1252868155233288	1.0	0.0	-0.9836469113073508
POLR2C	C1	S15	R4	POLR2C-C1	-1.0611756413650075	0.1252868155233288	1.0	0.0	-0.933288826423113
POLR2C	C1	S16	R0	POLR2C-C1	-1.0611756413650075	0.1252868155233288	1.0	0.0	-1.070758470521403
POLR2C	C1	S16	R1	POLR2C-C1	-1.0611756413650075	0.1252868155233288	1.0	0.0	-0.8056352721930607
POLR2C	C1	S16	R2	POLR2C-C1	-1.0611756413650075	0.1252868155233288	1.0	0.0	-0.9721500345994046
