gene	condition	intervention	replicate	gene_conditions	gamma	beta	affinity	l	readout
POLR1B	C0	S0	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.11989178799015071	0.026844211122733823
POLR1B	C0	S0	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.11989178799015071	0.13645232274203606
POLR1B	C0	S0	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.11989178799015071	-0.22130780756173413
POLR1B	C0	S0	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.11989178799015071	0.3457272683597486
POLR1B	C0	S0	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.11989178799015071	0.6730374311974958
POLR1B	C0	S1	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.018515641748394384	-0.2022403678302882
POLR1B	C0	S1	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.018515641748394384	0.19612575507588592
POLR1B	C0	S1	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.018515641748394384	-0.11115591113359702
POLR1B	C0	S1	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.018515641748394384	0.09960582307807124
POLR1B	C0	S1	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.018515641748394384	-0.07916233990023844
POLR1B	C0	S2	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	-0.037528495009011426	0.46238522970920326
POLR1B	C0	S2	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	-0.037528495009011426	-0.17086313169028253
POLR1B	C0	S2	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	-0.037528495009011426	0.1087024244996295
POLR1B	C0	S2	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	-0.037528495009011426	0.06206136036834925
POLR1B	C0	S2	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	-0.037528495009011426	-0.3607702120072356
POLR1B	C0	S3	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	-0.06387304074542224	-0.65619207678481
POLR1B	C0	S3	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	-0.06387304074542224	0.0286470804150242
POLR1B	C0	S3	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	-0.06387304074542224	0.09500488637173585
POLR1B	C0	S3	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	-0.06387304074542224	-0.2503010780743025
POLR1B	C0	S3	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	-0.06387304074542224	-0.2744683904068984
POLR1B	C0	S4	R0	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.04234943540641129	0.23429856651988293
POLR1B	C0	S4	R1	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.04234943540641129	0.20330610885754866
POLR1B	C0	S4	R2	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.04234943540641129	0.2290669144704688
POLR1B	C0	S4	R3	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.04234943540641129	0.05544826151440369
POLR1B	C0	S4	R4	POLR1B-C0	-0.5939136590841896	0.0713968313135647	0.1	0.04234943540641129	-0.20697136265122454
POLR1B	C1	S5	R0	POLR1B-C1	-0.5939136590841896	0.22128529106768202	0.8100889062122847	0.007734006834855942	-0.5986214451589553
POLR1B	C1	S5	R1	POLR1B-C1	-0.5939136590841896	0.22128529106768202	0.8100889062122847	0.007734006834855942	-0.7924122366683741
POLR1B	C1	S5	R2	POLR1B-C1	-0.5939136590841896	0.22128529106768202	0.8100889062122847	0.007734006834855942	-0.3085485397113898
POLR1B	C1	S5	R3	POLR1B-C1	-0.5939136590841896	0.22128529106768202	0.8100889062122847	0.007734006834855942	0.18566408946307755
POLR1B	C1	S5	R4	POLR1B-C1	-0.5939136590841896	0.22128529106768202	0.8100889062122847	0.007734006834855942	-0.1746544612257217
POLR1B	C1	S6	R0	POLR1B-C1	-0.5939136590841896	0.22128529106768202	0.893554772210215	-0.03438536755710756	-0.3872842849441101
POLR1B	C1	S6	R1	POLR1B-C1	-0.5939136590841896	0.22128529106768202	0.893554772210215	-0.03438536755710756	-0.7475357782173879
POLR1B	C1	S6	R2	POLR1B-C1	-0.5939136590841896	0.22128529106768202	0.893554772210215	-0.03438536755710756	-0.5343317407018892
POLR1B	C1	S6	R3	POLR1B-C1	-0.5939136590841896	0.22128529106768202	0.893554772210215	-0.03438536755710756	-0.36611453015327555
POLR1B	C1	S6	R4	POLR1B-C1	-0.5939136590841896	0.22128529106768202	0.893554772210215	-0.03438536755710756	-0.4229040929786635
POLR1B	C1	S7	R0	POLR1B-C1	-0.5939136590841896	0.22128529106768202	0.8372468993051972	0.004359685683424694	-0.08053733748923975
