gene	condition	intervention	replicate	gene_conditions	gamma	beta	affinity	iota	readout
ADRM1	C0	C0-I0	R0	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.06736636707813082
ADRM1	C0	C0-I0	R1	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-1.8102914871271805
ADRM1	C0	C0-I0	R2	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	1.3066401509658339
ADRM1	C0	C0-I0	R3	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-1.5719057272280434
ADRM1	C0	C0-I0	R4	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.8368996574330632
ADRM1	C0	C0-I0	R5	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-2.3464207714443397
ADRM1	C0	C0-I0	R6	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.9170735116582616
ADRM1	C0	C0-I0	R7	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-1.1676055934322433
ADRM1	C0	C0-I0	R8	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	0.13142010788792802
ADRM1	C0	C0-I0	R9	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.11989178799015071	-0.5450745752912265
ADRM1	C0	C0-I1	R0	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	0.1606199820614706
ADRM1	C0	C0-I1	R1	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.7105504403542346
ADRM1	C0	C0-I1	R2	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.4847627959474514
ADRM1	C0	C0-I1	R3	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	0.484971550753062
ADRM1	C0	C0-I1	R4	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-1.264448793601987
ADRM1	C0	C0-I1	R5	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	0.32303031846028996
ADRM1	C0	C0-I1	R6	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.09634757521645315
ADRM1	C0	C0-I1	R7	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-0.07427207718092863
ADRM1	C0	C0-I1	R8	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	0.30167931697458605
ADRM1	C0	C0-I1	R9	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	0.018515641748394384	-1.7368622991291143
ADRM1	C0	C0-I2	R0	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	0.24398800965930612
ADRM1	C0	C0-I2	R1	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	0.03163504571116471
ADRM1	C0	C0-I2	R2	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	-1.4153104732772168
ADRM1	C0	C0-I2	R3	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	-0.4043964572137213
ADRM1	C0	C0-I2	R4	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	-0.2316072187886868
ADRM1	C0	C0-I2	R5	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	-1.2916129651507855
ADRM1	C0	C0-I2	R6	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	-0.17030937304429958
ADRM1	C0	C0-I2	R7	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	-0.8140295507707946
ADRM1	C0	C0-I2	R8	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	-0.509370918572759
ADRM1	C0	C0-I2	R9	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.037528495009011426	-0.9595973276820836
ADRM1	C0	C0-I3	R0	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	1.0083674597758288
ADRM1	C0	C0-I3	R1	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	-0.9268388454930797
ADRM1	C0	C0-I3	R2	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	0.1445303136669444
ADRM1	C0	C0-I3	R3	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	0.3940067920433977
ADRM1	C0	C0-I3	R4	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	-0.14378738826321588
ADRM1	C0	C0-I3	R5	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	0.6373050332682032
ADRM1	C0	C0-I3	R6	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	-1.4182696309706067
ADRM1	C0	C0-I3	R7	ADRM1-C0	-0.09601358866710391	-0.17291518793132726	1.0	-0.06387304074542224	-3.0935015693243195
